dataset,group_by,group,artist,style,genre,source_shard,source_row,output_path
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,392,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0008.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,cityscape,train-00000-of-00072.parquet,393,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0018.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,394,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0020.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,395,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0025.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,396,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0025.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,portrait,train-00000-of-00072.parquet,397,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0015.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Realism,cityscape,train-00000-of-00072.parquet,398,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0036.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,400,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0013.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,402,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0037.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,religious_painting,train-00000-of-00072.parquet,403,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0038.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,sketch_and_study,train-00000-of-00072.parquet,405,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0010.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,408,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0026.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,409,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0027.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,cityscape,train-00000-of-00072.parquet,410,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0039.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,413,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0028.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,414,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0040.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,Unknown Genre,train-00000-of-00072.parquet,416,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0026.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,419,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0007.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,420,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0017.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,still_life,train-00000-of-00072.parquet,421,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0027.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,sketch_and_study,train-00000-of-00072.parquet,423,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0008.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,cityscape,train-00000-of-00072.parquet,424,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0014.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,426,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0021.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,429,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0029.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,436,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0008.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,437,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0019.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,438,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0018.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,439,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0016.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,440,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0009.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,landscape,train-00000-of-00072.parquet,441,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0011.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,Unknown Genre,train-00000-of-00072.parquet,443,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0009.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,still_life,train-00000-of-00072.parquet,446,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0012.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,genre_painting,train-00000-of-00072.parquet,447,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0010.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,illustration,train-00000-of-00072.parquet,448,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0013.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,450,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0010.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,451,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0030.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,452,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0028.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,453,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0019.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,455,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0031.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,cityscape,train-00000-of-00072.parquet,463,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0020.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,464,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0022.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,467,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0011.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,468,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0023.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,469,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0024.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Post_Impressionism,landscape,train-00000-of-00072.parquet,471,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0014.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,472,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0017.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,portrait,train-00000-of-00072.parquet,473,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0015.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,474,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0032.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Naive_Art_Primitivism,Unknown Genre,train-00000-of-00072.parquet,475,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0020.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,nude_painting,train-00000-of-00072.parquet,476,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0009.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,nude_painting,train-00000-of-00072.parquet,478,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0023.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,480,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0033.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,481,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0034.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,cityscape,train-00000-of-00072.parquet,483,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0021.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,still_life,train-00000-of-00072.parquet,486,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0024.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,489,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0021.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,490,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0018.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,sketch_and_study,train-00000-of-00072.parquet,491,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0015.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,495,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0029.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,sketch_and_study,train-00000-of-00072.parquet,497,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0030.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,genre_painting,train-00000-of-00072.parquet,498,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0031.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,landscape,train-00000-of-00072.parquet,499,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0025.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,portrait,train-00000-of-00072.parquet,500,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0022.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Naive_Art_Primitivism,illustration,train-00000-of-00072.parquet,501,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0016.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,cityscape,train-00000-of-00072.parquet,502,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0032.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,503,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0022.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,504,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0023.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,506,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0012.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,Unknown Genre,train-00000-of-00072.parquet,507,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0026.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,508,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0024.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,genre_painting,train-00000-of-00072.parquet,509,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0011.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,Unknown Genre,train-00000-of-00072.parquet,510,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0012.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,511,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0010.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,512,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0019.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,landscape,train-00000-of-00072.parquet,517,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0023.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,518,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0013.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,521,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0011.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,genre_painting,train-00000-of-00072.parquet,524,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0013.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,525,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0020.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,Unknown Genre,train-00000-of-00072.parquet,526,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0027.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,528,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0016.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,530,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0025.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Expressionism,portrait,train-00000-of-00072.parquet,531,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0028.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,532,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0035.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,534,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0026.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,535,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0036.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Cubism,still_life,train-00000-of-00072.parquet,536,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0029.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,still_life,train-00000-of-00072.parquet,537,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0033.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,cityscape,train-00000-of-00072.parquet,538,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0017.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,545,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0014.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,547,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0021.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,553,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0018.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,555,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0015.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,556,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0024.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,557,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0016.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,558,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0022.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Pointillism,landscape,train-00000-of-00072.parquet,559,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0017.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,563,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0025.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Cubism,still_life,train-00000-of-00072.parquet,567,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0030.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,Unknown Genre,train-00000-of-00072.parquet,568,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0017.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,569,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0027.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,genre_painting,train-00000-of-00072.parquet,570,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0034.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,landscape,train-00000-of-00072.parquet,571,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0018.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,574,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0025.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,landscape,train-00000-of-00072.parquet,575,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0019.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,576,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0023.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,still_life,train-00000-of-00072.parquet,577,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0035.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,578,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0014.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,582,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0026.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,584,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0019.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,585,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0024.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,588,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0020.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,589,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0018.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,still_life,train-00000-of-00072.parquet,590,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0020.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,Unknown Genre,train-00000-of-00072.parquet,591,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0015.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,592,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0037.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,Unknown Genre,train-00000-of-00072.parquet,593,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0016.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,594,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0038.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,595,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0021.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,still_life,train-00000-of-00072.parquet,596,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0031.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,still_life,train-00000-of-00072.parquet,599,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0032.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,Unknown Genre,train-00000-of-00072.parquet,601,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0036.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Realism,Unknown Genre,train-00000-of-00072.parquet,602,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0021.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Realism,Unknown Genre,train-00000-of-00072.parquet,603,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0022.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,portrait,train-00000-of-00072.parquet,607,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0019.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,608,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0018.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,611,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0020.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,sketch_and_study,train-00000-of-00072.parquet,612,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0019.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,613,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0039.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,614,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0037.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Expressionism,portrait,train-00000-of-00072.parquet,618,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0033.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,620,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0025.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,622,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0017.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,625,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0012.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,sketch_and_study,train-00000-of-00072.parquet,633,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0023.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,634,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0040.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Cubism,portrait,train-00000-of-00072.parquet,636,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0034.jpg
